"id","index","ec_list_no","cas_id_number","name","page_id","url"
"130","006-083-00-X","252-139-3","34681-10-2","butocarboxim (ISO)|3-(methylthio)-2-butanone <i>O</i>-[(methylamino)carbonyl]oxime","44480","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/44480"
"131","006-084-00-5","259-565-9","55285-14-8","carbosulfan (ISO)|2,3-dihydro-2,2-dimethyl-7-benzofuryl [(dibutylamino)thio]methylcarbamate","6717","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/6717"
"132","006-085-00-0","223-188-8","3766-81-2","fenobucarb (ISO)|2-butylphenyl methylcarbamate","75694","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/75694"
"133","006-086-00-6","276-696-7","72490-01-8","fenoxycarb (ISO)|ethyl [2-(4-phenoxyphenoxy)ethyl]carbamate","82741","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/82741"
"134","006-087-00-1","265-974-3","65907-30-4","furathiocarb (ISO)|2,3-dihydro-2,2-dimethyl-7-benzofuryl 2,4-dimethyl-6-oxa-5-oxo-3-thia-2,4-diazadecanoate","130515","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/130515"
"135","006-088-00-7","617-356-3","82560-54-1","benfuracarb (ISO)|ethyl <i>N</i>-[2,3-dihydro-2,2-dimethylbenzofuran-7-yloxycarbonyl(methyl)aminothio]-<i>N</i>-isopropyl- β-alaninate","42414","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/42414"
"136","006-090-00-8","408-010-0","88558-41-2","2-(3-iodoprop-2-yn-1-yloxy)ethyl phenylcarbamate","88819","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/88819"
"137","006-091-00-3","620-365-5","9016-72-2","propineb (ISO)|polymeric zinc propylenebis(dithiocarbamate)","153396","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/153396"
"138","006-092-00-9","425-420-5","98737-29-2","<i>tert</i>-butyl (1<i>S</i>)-<i>N</i>-[1-((2<i>S</i>)-2-oxiranyl)-2-phenylethyl]carbamate","67617","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/67617"
"139","006-093-00-4","427-180-7","239446-62-9","2,2'-dithio di(ethylammonium)-bis(dibenzyldithiocarbamate)","135909","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/135909"
"140","006-094-00-X","434-350-4","103122-66-3","<i>O</i>-isobutyl-<i>N</i>-ethoxy carbonylthiocarbamate","42056","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/42056"
"141","006-095-00-5","254-320-2","39148-24-8","fosetyl-aluminium (ISO)|aluminium triethyl triphosphonate","132567","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/132567"
"142","006-096-00-0","202-925-7","101-21-3","chlorpropham (ISO)|isopropyl 3-chlorocarbanilate","77016","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/77016"
"143","006-097-00-6","424-620-1","13909-63-2","1-phenyl-3-(<i>p</i>-toluenesulfonyl)urea","60261","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/60261"
"144","006-098-00-1","429-170-8","134575-17-0","tert-butyl (1R,5S)-3-azabicyclo[3.1.0]hex-6-ylcarbamate","129487","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/129487"
"145","006-099-00-7","432-520-2","232938-43-1","<i>N</i>-(<i>p</i>-toluenesulfonyl)-<i>N'</i>-(3-(<i>p</i>-toluenesulfonyloxy)phenyl)urea|3-({[(4-methylphenyl)sulfonyl]carbamoyl}amino)phenyl 4-methylbenzenesulfonate","40405","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/40405"
"146","006-101-00-6","423-070-8","","reaction mass of: <i>N,N''</i>-(methylenedi-4,1-phenylene)bis[<i>N'</i>-phenylurea]|<i>N</i>-(4-[[4-[[(phenylamino)carbonyl]amino]phenylmethyl]phenyl]-<i>N'</i>-cyclohexylurea|<i>N,N''</i>-(methylenedi-4,1-phenylene)bis[<i>N'</i>-cyclohexylurea]","130121","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/130121"
"147","006-102-00-1","432-750-3","","<i>O</i>-hexyl-<i>N</i>-ethoxycarbonylthiocarbamate","91285","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/91285"
"148","006-103-00-7","445-760-8","","<i>N,N''</i>-(methylenedi-4,1-phenylene)bis[<i>N'</i>-octyl]urea","21230","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/21230"
"149","007-001-00-5","231-635-3","7664-41-7","ammonia, anhydrous","11196","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/11196"
"150","007-001-01-2","215-647-6","1336-21-6","ammonia ....%","128870","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/128870"
"151","007-002-00-0","234-126-4","10544-72-6","dinitrogen tetraoxide ","48823","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/48823"
"152","007-002-00-0","233-272-6","10102-44-0","nitrogen dioxide","96282","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/96282"
"153","007-003-00-6","213-666-4","999-81-5","chlormequat chloride (ISO)|2-chloroethyltrimethylammonium chloride","93531","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/93531"
"154","007-004-00-1","231-714-2","7697-37-2","nitric acid ... %","75872","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/75872"
"155","007-006-00-2","203-722-6","109-95-5","ethyl nitrite","58510","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/58510"
"156","007-007-00-8","210-903-3","625-58-1","ethyl nitrate","49640","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/49640"
"157","007-008-00-3","206-114-9","302-01-2, 7803-57-8","hydrazine","13707","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/13707"
"158","007-009-00-9","221-515-9","3129-91-7","dicyclohexylammonium nitrite","70242","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/70242"
"159","007-010-00-4","231-555-9","7632-00-0, 71868-10-5","sodium nitrite","62648","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/62648"
"160","007-011-00-X","231-832-4","7758-09-0","potassium nitrite","134488","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/134488"
"161","007-012-00-5","200-316-0","57-14-7","<i>N</i>,<i>N</i>-dimethylhydrazine","9988","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/9988"
"162","007-013-00-0","","540-73-8","1,2-dimethylhydrazine","153397","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/153397"
"163","007-014-00-6","","","salts of hydrazine","153398","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/153398"
"164","007-015-00-1","402-030-3","624-86-2","<i>O</i>-ethylhydroxylamine","33658","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/33658"
"165","007-016-00-7","208-862-1","544-16-1","butyl nitrite","5559","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/5559"
"166","007-017-00-2","208-819-7","542-56-3","isobutyl nitrite","81373","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/81373"
"167","007-018-00-8","213-104-8","924-43-6","<i>sec</i>-butyl nitrite","134060","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/134060"
"168","007-019-00-3","208-757-0","540-80-7","<i>tert</i>-butyl nitrite","101447","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/101447"
"169","007-020-00-9","207-332-7","463-04-7","pentyl nitrite","101726","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/101726"
"170","007-020-00-9","203-770-8","110-46-3, 463-04-7","‘amyl nitrite’, mixed isomers ","112184","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/112184"
"171","007-021-00-4","204-563-5","122-66-7","hydrazobenzene|1,2-diphenylhydrazine","25600","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/25600"
"172","007-022-00-X","405-030-1","","hydrazine bis(3-carboxy-4-hydroxybenzensulfonate)","7250","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/7250"
"173","007-023-00-5","405-510-0","","sodium 3,5-bis(3-(2,4-di-tert-pentylphenoxy)propylcarbamoyl)benzenesulfonate","120927","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/120927"
"174","007-024-00-0","405-640-8","36362-09-1","2-(decylthio)ethylammonium chloride","15746","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/15746"
"175","007-025-00-6","406-090-1","81880-96-8","(4-hydrazinophenyl)-<i>N</i>-methylmethanesulfonamide hydrochloride","47269","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/47269"
"176","007-026-00-1","413-230-5","122035-71-6","oxo-((2,2,6,6-tetramethylpiperidin-4-yl)amino)carbonylacetohydrazide","74105","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/74105"
"177","007-027-00-7","420-190-2","771478-66-1","1,6-bis(3,3-bis((1-methylpentylidenimino)propyl)ureido)hexane","60611","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/60611"
"178","007-028-00-2","236-691-2","13465-08-2","hydroxylammonium nitrate","124637","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/124637"
"179","007-029-00-8","419-400-5","95500-19-9","diethyldimethylammonium hydroxide","104747","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/104747"
"180","008-001-00-8","231-956-9","7782-44-7","oxygen","130251","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/130251"
"181","008-003-00-9","231-765-0","7722-84-1","hydrogen peroxide solution ...%","53297","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/53297"
"182","009-001-00-0","231-954-8","7782-41-4","fluorine","131142","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/131142"
"183","009-002-00-6","231-634-8","7664-39-3","hydrogen fluoride","12642","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/12642"
"184","009-003-00-1","231-634-8","7664-39-3","hydrofluoric acid ... %","12642","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/12642"
"185","009-004-00-7","231-667-8","7681-49-4","sodium fluoride","89807","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/89807"
"186","009-005-00-2","232-151-5","7789-23-3","potassium fluoride","73516","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/73516"
"187","009-006-00-8","235-185-9","12125-01-8","ammonium fluoride","35352","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/35352"
"188","009-007-00-3","215-608-3","1333-83-1","sodium bifluoride|sodium hydrogen difluoride","13925","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/13925"
"189","009-008-00-9","232-156-2","7789-29-9","potassium bifluoride|potassium hydrogen difluoride","76208","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/76208"
"190","009-009-00-4","215-676-4","1341-49-7","ammonium bifluoride|ammonium hydrogen difluoride","35243","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/35243"
"191","009-010-00-X","240-898-3","16872-11-0","fluoroboric acid ... %","77903","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/77903"
"192","009-011-00-5","241-034-8","16961-83-4","fluorosilicic acid ... %","113360","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/113360"
"193","009-012-00-0","240-968-3","7440-21-3, 16919-19-0","alkali fluorosilicates(NH4) ","21286","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/21286"
"194","009-012-00-0","240-896-2","16871-90-2","alkali fluorosilicates(K)","78237","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/78237"
"195","009-012-00-0","240-934-8","16893-85-9","alkali fluorosilicates(Na)","83478","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/83478"
"196","009-013-00-6","","","fluorosilicates, with the exception of those specified elsewhere in this annex","153399","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/153399"
"197","009-014-00-1","247-278-1","25808-74-6","lead hexafluorosilicate","57634","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/57634"
"198","009-015-00-7","220-281-5","2699-79-8","sulphuryl difluoride","16518","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/16518"
"199","009-016-00-2","237-410-6","13775-53-6, 15096-52-3","trisodium hexafluoroaluminate","8528","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/8528"
"200","009-016-00-2","239-148-8","15096-52-3","trisodium hexafluoroaluminate (cryolite)","110835","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/110835"
"201","009-017-00-8","400-040-2","12091-08-6","potassium mu-fluoro-bis(triethylaluminium)","121904","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/121904"
"202","009-018-00-3","241-022-2","16949-65-8","magnesium hexafluorosilicate","29957","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/29957"
"203","011-001-00-0","231-132-9","7440-23-5","sodium","100248","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/100248"
"204","011-002-00-6","215-185-5","1310-73-2","sodium hydroxide|caustic soda","134413","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/134413"
"205","011-003-00-1","215-209-4","1313-60-6","sodium peroxide","62772","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/62772"
"206","011-004-00-7","247-852-1","26628-22-8","sodium azide","87356","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/87356"
"207","011-005-00-2","207-838-8","497-19-8, 6132-02-1, 7440-23-5","sodium carbonate","6812","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/6812"
"208","011-006-00-8","213-030-6","917-61-3","sodium cyanate","57609","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/57609"
"209","011-007-00-3","605-920-1","181274-15-7","propoxycarbazone-sodium","48167","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/48167"
"210","012-001-00-3","231-104-6","7439-95-4","magnesium powder (pyrophoric)","17120","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/17120"
"211","012-002-00-9","231-104-6","7439-95-4","magnesium, powder or turnings","17120","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/17120"
"212","012-003-00-4","","","magnesium alkyls","153400","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/153400"
"213","012-004-00-X","422-150-1","","aluminium-magnesium-carbonate-hydroxide-perchlorate-hydrate","31792","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/31792"
"214","013-001-00-6","231-072-3","7429-90-5","aluminium powder (pyrophoric)","38589","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/38589"
"215","013-002-00-1","231-072-3","7429-90-5","aluminium powder (stabilised)","38589","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/38589"
"216","013-003-00-7","231-208-1","7446-70-0, 7784-13-6","aluminium chloride, anhydrous","22843","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/22843"
